BARRIO,Accidentes,Heridos,Daños,Muertos,cluster,LONGITUD,ALTITUD
elpicacho,1.0,0.7692307692307693,0.23076923076923078,0.0,0,-75.59120414576923,6.296918371565
elpinal,2.1719298245614036,1.4421052631578948,0.7298245614035088,0.0,0,-75.54606568187398,6.243368367553521
elplan,1.0,1.0,0.0,0.0,0,-75.51351421,6.20442608868
elpoblado,4.7,1.5194444444444444,3.1777777777777776,0.002777777777777778,2,-75.56854000125827,6.209560657223954
elpomar,1.7028112449799198,1.2891566265060241,0.41365461847389556,0.0,0,-75.55313400949764,6.267971342750849
elprogreso,5.489010989010989,2.7747252747252746,2.711538461538462,0.0027472527472527475,2,-75.57741604508158,6.273825832737092
elprogresono.2,1.2459016393442623,0.8770491803278689,0.36885245901639346,0.0,0,-75.58321652730262,6.306551553210723
elraizal,2.080267558528428,1.5518394648829432,0.5284280936454849,0.0,0,-75.54632916395498,6.268836451199566
elrincón,3.0689655172413794,1.8735632183908049,1.1954022988505748,0.0,2,-75.60273039766948,6.21142384791999
elrodeo,1.3708609271523178,0.847682119205298,0.5165562913907285,0.006622516556291391,0,-75.59422350773913,6.2049322366287445
elsalado,1.3355263157894737,0.9802631578947368,0.35526315789473684,0.0,0,-75.62575313307882,6.254089179863103
elsalvador,2.30794701986755,1.466887417218543,0.8410596026490066,0.0,0,-75.56237883218508,6.237003328337202
elsocorro,1.144927536231884,0.8695652173913043,0.2608695652173913,0.014492753623188406,0,-75.61768436281012,6.25962684322962
eltesoro,2.451104100946372,0.9716088328075709,1.4794952681388012,0.0,0,-75.55809843885329,6.201760625549807
eltriunfo,1.0476190476190477,0.8412698412698413,0.20634920634920634,0.0,0,-75.5849068701212,6.307789488735606
eluvito,1.0,1.0,0.0,0.0,0,-75.649938879,6.2849548553
elvelódromo,2.5440251572327046,1.3459119496855345,1.1981132075471697,0.0,0,-75.59686066262051,6.253832564372583
elvergel,1.0,0.8333333333333334,0.16666666666666666,0.0,0,-75.652770481,6.169054388015
enciso,2.3461538461538463,1.7211538461538463,0.6250000000000001,0.0,0,-75.55113819401775,6.248928855086106
estaciónvilla,4.588888888888889,2.2888888888888888,2.3,0.0,2,-75.56978163465557,6.255843312024225
facultaddeminasu.nacional,3.8523676880222837,2.1922005571030643,1.66016713091922,0.0,2,-75.59254154349746,6.273207854000022
facultadveterinariayzootecniau.de.a.,1.2461538461538462,0.7384615384615385,0.5076923076923077,0.0,0,-75.5887203608395,6.27087336247321
ferrini,1.5118483412322274,0.7962085308056872,0.7109004739336493,0.004739336492890996,0,-75.59710801319436,6.268189994314827
florencia,1.7118644067796611,1.1398305084745763,0.5720338983050848,0.0,0,-75.5675208122401,6.309799349069158
floridanueva,2.940119760479042,1.5239520958083832,1.4161676646706587,0.0,2,-75.5908682320784,6.250046797279959
franciscoantoniozea,2.108843537414966,1.4285714285714286,0.6802721088435375,0.0,0,-75.57266948856936,6.284970166745468
fuenteclara,1.336,1.112,0.20800000000000002,0.016,0,-75.60582217802396,6.27623909239521
fátima,3.6379310344827585,1.9367816091954022,1.6982758620689655,0.0028735632183908046,2,-75.58542398180332,6.234461643852685
gerona,1.9100346020761247,1.3217993079584776,0.588235294117647,0.0,0,-75.55949351363587,6.238165010508913
girardot,2.8645533141210375,2.037463976945245,0.8270893371757925,0.0,2,-75.56882343763782,6.29638060449823
granada,1.887323943661972,0.9154929577464789,0.9718309859154931,0.0,0,-75.59344311936381,6.229842197211175
granizal,1.626086956521739,1.0,0.6260869565217392,0.0,0,-75.5468369174091,6.292404981356631
guayabal,7.076502732240437,3.387978142076503,3.6748633879781423,0.01366120218579235,1,-75.58584136907413,6.199161542514738
guayaquil,9.597260273972605,3.901369863013698,5.6876712328767125,0.00821917808219178,1,-75.57284667649158,6.246759211145943
hospitalsanvicentedepaúl,1.278688524590164,0.6557377049180327,0.6229508196721312,0.0,0,-75.56629234323077,6.262274272681859
héctorabadgómez,3.5112359550561796,2.1123595505617976,1.3820224719101126,0.016853932584269662,2,-75.5594201769104,6.300917429259016
inst,1.296551724137931,0.6620689655172414,0.6344827586206897,0.0,0,-75.58209119502128,6.24718828192484
jardínbotánico,1.3803680981595092,0.7116564417177914,0.6687116564417178,0.0,0,-75.56472467027112,6.269978950039778
jesúsnazareno,5.978082191780822,3.2849315068493152,2.684931506849315,0.00821917808219178,2,-75.5685810403483,6.258807119328909
juanpabloii,1.0465116279069768,0.883720930232558,0.16279069767441862,0.0,0,-75.52931891597778,6.2297962306671115
juanxxiiilaquiebra,1.2027027027027026,0.8445945945945946,0.3581081081081081,0.0,0,-75.61331962136518,6.264393881311068
kennedy,3.0,2.115273775216138,0.8818443804034583,0.002881844380403458,2,-75.58309699091738,6.288455552521028
laaguacatala,6.447513812154696,2.6464088397790055,3.798342541436464,0.0027624309392265192,2,-75.57821830263539,6.198226597818197
laalpujarra,7.531506849315068,2.8794520547945206,4.6438356164383565,0.00821917808219178,1,-75.5762656774147,6.245360523950756
laamérica,3.9337016574585637,2.041436464088398,1.8867403314917128,0.0055248618784530384,2,-75.60449792334691,6.25079549018276
laavanzada,1.303030303030303,1.0,0.30303030303030304,0.0,0,-75.54006066107442,6.294639200368465
lacandelaria,16.07103825136612,6.685792349726776,9.366120218579235,0.01912568306010929,1,-75.56611856719942,6.248779371133498
lacastellana,2.5903614457831323,1.2560240963855422,1.3343373493975903,0.0,0,-75.60592534705349,6.239640345968057
lacolina,2.2411575562700965,1.247588424437299,0.9903536977491961,0.003215434083601286,0,-75.59114305493114,6.199854505348062
lacruz,1.1896551724137931,0.8793103448275862,0.3103448275862069,0.0,0,-75.53948059180435,6.269861878954347
laesperanza,2.400611620795107,1.908256880733945,0.48929663608562685,0.0030581039755351682,0,-75.5768989883172,6.292039458928637
laesperanzano.2,1.269736842105263,1.019736842105263,0.24342105263157895,0.006578947368421052,0,-75.5426600346943,6.290552419718134
lafloresta,2.585889570552147,1.5368098159509203,1.049079754601227,0.0,0,-75.60153178504152,6.256315509685753
laflorida,3.1029411764705883,1.05,2.05,0.0029411764705882353,2,-75.56892822674217,6.204435560902701
lafrancia,1.6621004566210045,1.095890410958904,0.5662100456621004,0.0,0,-75.55423064073901,6.30054007136044
lafrontera,1.3966480446927374,0.9329608938547486,0.4581005586592179,0.00558659217877095,0,-75.55508517877601,6.30475694363992
lagloria,3.200573065902579,1.8166189111747852,1.3839541547277936,0.0,2,-75.60250133340466,6.223200317365111
lahondonada,1.3588235294117648,0.7352941176470589,0.6235294117647059,0.0,0,-75.60185890842423,6.204237757754155
laisla,1.3216374269005848,0.976608187134503,0.3333333333333333,0.011695906432748537,0,-75.54965074694248,6.303018102929425
laladera,1.234375,0.78125,0.453125,0.0,0,-75.55274301437976,6.2519760002089875
lalibertad,1.7228915662650603,1.1325301204819278,0.5903614457831325,0.0,0,-75.5434304645105,6.240182985836853
lalinde,1.273972602739726,0.5,0.773972602739726,0.0,0,-75.56838380086022,6.212491757123333
laloma,1.0,0.6470588235294118,0.35294117647058826,0.0,0,-75.63349768970589,6.267553986267059
lalomadelosbernal,1.0588235294117647,0.38235294117647056,0.6764705882352942,0.0,0,-75.60303594866667,6.218608779545556
lalomaoriental,1.0454545454545454,0.7575757575757576,0.2878787878787879,0.0,0,-75.6233342858116,6.2706487845576815
lamansión,1.6206896551724137,1.0732758620689655,0.5474137931034483,0.0,0,-75.55635867583777,6.259056493809387
lamilagrosa,2.0409556313993176,1.286689419795222,0.7542662116040956,0.0,0,-75.55515352851003,6.235483837597492
lamota,2.065068493150685,1.2157534246575343,0.8493150684931505,0.0,0,-75.59979944616583,6.210833427691459
laoculta,1.0,0.717948717948718,0.2564102564102564,0.02564102564102564,0,-75.66765138638462,6.193247452923334
lapalma,2.124590163934426,1.157377049180328,0.9606557377049181,0.006557377049180328,0,-75.60227088818672,6.228737472592237
lapilarica,2.4210526315789473,1.355263157894737,1.0625,0.003289473684210526,0,-75.58607072657745,6.275383348012351
lapiñuela,1.685483870967742,1.2580645161290323,0.4274193548387097,0.0,0,-75.55642221502393,6.280896424231532
lapradera,1.701195219123506,1.2629482071713147,0.4342629482071713,0.00398406374501992,0,-75.61117270270258,6.26027675604534
larosa,1.4427860696517414,1.099502487562189,0.34328358208955223,0.0,0,-75.5599300503276,6.2908556282226895
lasacacias,4.576177285318559,1.9972299168975067,2.5789473684210527,0.0,2,-75.60084124064952,6.240494076913257
lasalle,2.031347962382445,1.5329153605015673,0.49216300940438873,0.006269592476489028,0,-75.54866862068673,6.28317070838003
lasbrisas,3.3022598870056497,2.036723163841808,1.2570621468926553,0.00847457627118644,2,-75.56366782115825,6.305347620230633
lasesmeraldas,1.4009661835748792,1.0821256038647342,0.3188405797101449,0.0,0,-75.55483616867932,6.2784680734709655
lasestancias,1.5596330275229358,1.2201834862385321,0.3348623853211009,0.0045871559633027525,0,-75.53464586825,6.232884158376589
lasgranjas,3.6954022988505746,2.7672413793103448,0.9224137931034483,0.005747126436781609,2,-75.5492205172955,6.278754556987122
lasierra,1.0526315789473684,0.9473684210526315,0.10526315789473684,0.0,0,-75.5297087292,6.2333002631145
lasindependencias,1.1666666666666667,1.0138888888888888,0.1527777777777778,0.0,0,-75.6230187640119,6.249742575637738
laslomasno.1,2.1396103896103895,0.8051948051948052,1.3311688311688312,0.003246753246753247,0,-75.56262042968436,6.210039275322291
laslomasno.2,1.5873015873015872,0.6626984126984127,0.9246031746031746,0.0,0,-75.557693725455,6.209830143227175
lasmercedes,1.5909090909090908,0.9380165289256199,0.6528925619834711,0.0,0,-75.60853625351689,6.235049590128727
laspalmas,2.3044871794871793,1.314102564102564,0.9871794871794872,0.003205128205128205,0,-75.56160801732962,6.2297576182576355
lasplayas,2.1366666666666667,1.2666666666666666,0.87,0.0,0,-75.59701798545865,6.2198796998468175
lasvioletas,1.6666666666666667,1.0506329113924051,0.6118143459915611,0.004219409282700422,0,-75.61370211809621,6.23303197527962
laureles,4.862359550561798,2.2612359550561796,2.598314606741573,0.0028089887640449437,2,-75.59589745626978,6.2429562743431655
laverde,1.16,0.44,0.72,0.0,0,-75.63948190459482,6.191402122967241
llanaditas,1.0602409638554218,0.7951807228915663,0.26506024096385544,0.0,0,-75.53993418481818,6.25407013249
lomadelosbernal,1.792828685258964,0.8844621513944224,0.9083665338645418,0.0,0,-75.60225450513111,6.218317646937266
lorena,2.970326409495549,1.456973293768546,1.5074183976261128,0.005934718100890208,2,-75.59907287828871,6.2477614227500595
loreto,2.6426426426426426,1.7687687687687688,0.8708708708708709,0.003003003003003003,2,-75.55842626114546,6.231367954196773
losalcázares,1.9225092250922509,1.2029520295202951,0.7195571955719557,0.0,0,-75.6046180993858,6.260355037584262
losalpes,1.8832116788321167,1.1496350364963503,0.7335766423357664,0.0,0,-75.60765077215697,6.231080976543585
losbalsosno.1,1.8022813688212929,0.6045627376425855,1.1901140684410647,0.0076045627376425855,0,-75.56238408762026,6.1892511318359285
losbalsosno.2,2.7963525835866263,0.7082066869300911,2.088145896656535,0.0,0,-75.5724729087326,6.196390681950608
loscerroselvergel,1.4011299435028248,0.9152542372881356,0.4858757062146893,0.0,0,-75.54417096210888,6.232840412869516
loscolores,7.603825136612022,4.628415300546448,2.9644808743169397,0.01092896174863388,1,-75.59469064704994,6.265654853479454
losconquistadores,11.205479452054796,4.994520547945205,6.199999999999999,0.010958904109589041,1,-75.58290657937629,6.240804382291624
losmangos,2.0598006644518274,1.4817275747508305,0.574750830564784,0.0033222591362126247,0,-75.54493947669516,6.250019165773549
losnaranjos,2.367088607594937,0.7531645569620253,1.610759493670886,0.0031645569620253164,0,-75.5598966771992,6.196893498814518
lospinos,3.2956521739130435,1.672463768115942,1.6144927536231883,0.008695652173913044,2,-75.59921907365874,6.250527143333809
losángeles,3.770538243626062,2.303116147308782,1.4560906515580736,0.0113314447592068,2,-75.55830488008039,6.251700906051458
lópezdemesa,3.0512048192771086,2.2981927710843375,0.7530120481927711,0.0,2,-75.58315451437018,6.283784796287798
manila,6.108938547486034,2.1284916201117317,3.977653631284916,0.002793296089385475,2,-75.57486955368495,6.212931894018638
manriquecentralno.1,3.6330532212885154,2.380952380952381,1.2436974789915967,0.008403361344537815,2,-75.55738325327293,6.265376005320239
manriquecentralno.2,2.5198776758409784,1.834862385321101,0.6788990825688074,0.0061162079510703364,2,-75.55468563313228,6.263614061754284
manriqueoriental,3.064139941690962,2.198250728862974,0.8600583090379009,0.0058309037900874635,2,-75.55004058672692,6.264372485726004
maríacanocarambolas,1.1194029850746268,0.835820895522388,0.2835820895522388,0.0,0,-75.53938925005333,6.2840537478164
medialuna,1.0,0.6666666666666666,0.3333333333333333,0.0,0,-75.530800612,6.229442903143333
metropolitano,1.0,0.7209302325581395,0.27906976744186046,0.0,0,-75.60929395144186,6.262730259464652
miradordeldoce,1.0,0.9069767441860465,0.09302325581395349,0.0,0,-75.58292908583721,6.303503007396745
miraflores,2.2987012987012987,1.4902597402597402,0.8084415584415584,0.0,0,-75.55101191916526,6.236903692912642
miranda,3.4248554913294798,2.054913294797688,1.3583815028901733,0.011560693641618497,2,-75.56372515020337,6.274141497775316
miravalle,1.1304347826086956,0.5760869565217391,0.5543478260869565,0.0,0,-75.60063337175,6.235312619622789
monteclaro,1.1869158878504673,0.9158878504672898,0.27102803738317754,0.0,0,-75.60024774329135,6.287380572424882
moravia,3.897142857142857,2.4085714285714284,1.4828571428571429,0.005714285714285714,2,-75.56738700478373,6.275879380921973
moscúno.1,1.5943775100401607,1.0763052208835342,0.5180722891566265,0.0,0,-75.55487046525693,6.2913028553460455
moscúno.2,1.6747967479674797,1.2642276422764227,0.4024390243902439,0.008130081300813009,0,-75.54977474029127,6.289371230332743
naranjal,8.833333333333336,3.90983606557377,4.912568306010929,0.01092896174863388,1,-75.58307326451161,6.2492544919919455
nuevavilladeaburrá,1.3575757575757577,0.6787878787878788,0.6787878787878788,0.0,0,-75.60386641803572,6.234473047980357
nuevavilladelaiguaná,1.9342560553633221,1.1453287197231834,0.7889273356401384,0.0,0,-75.58332835562075,6.261341537429392
nuevosconquistadores,1.2,0.9125,0.2875,0.0,0,-75.62811636670834,6.250367149623854
ochodemarzo,1.0833333333333333,0.7833333333333333,0.3,0.0,0,-75.52891182421538,6.228387507086462
olayaherrera,1.293193717277487,0.9319371727748691,0.34554973821989526,0.015706806282722512,0,-75.61155975936437,6.272930300540121
oleoducto,3.341880341880342,2.0484330484330484,1.2735042735042734,0.019943019943019943,2,-75.57053276745695,6.284120824350298
oriente,1.197674418604651,1.0116279069767442,0.18604651162790697,0.0,0,-75.54398575087379,6.273095584394467
pablovi,1.1237113402061856,0.7835051546391752,0.3402061855670103,0.0,0,-75.55348840873394,6.3035049463126605
pajarito,1.2980132450331126,0.9072847682119204,0.39072847682119205,0.0,0,-75.60603945581123,6.282238784342704
palenque,1.5022421524663676,0.8923766816143499,0.6098654708520179,0.0,0,-75.5948908400806,6.278271708371253
palermo,1.9295774647887325,1.2816901408450705,0.647887323943662,0.0,0,-75.56468415640329,6.2861597395196345
palmitassectorcentral,1.0,1.0,0.0,0.0,0,-75.70166455649999,6.34751222783
parquejuanpabloii,2.9911242603550297,1.7366863905325443,1.2455621301775146,0.008875739644970414,2,-75.5900722861919,6.221382360648418
parquenorte,1.311764705882353,0.6823529411764706,0.6235294117647059,0.0058823529411764705,0,-75.56734717636772,6.270259330917085
patiobonito,3.4188034188034186,1.376068376068376,2.0313390313390314,0.011396011396011397,2,-75.57593040070999,6.206918654740108
pedregal,2.974285714285714,2.357142857142857,0.6142857142857143,0.002857142857142857,2,-75.57373039503074,6.3009491522448515
pedregalalto,1.0508474576271187,0.8135593220338984,0.23728813559322035,0.0,0,-75.63259606901613,6.282899080395322
pedregalbajo,1.09375,0.90625,0.1875,0.0,0,-75.62744648802857,6.2796358722535714
perpetuosocorro,13.87978142076503,6.516393442622951,7.33879781420765,0.02459016393442623,1,-75.57391417934429,6.233726661305523
picachito,1.1704545454545454,0.9545454545454545,0.2159090909090909,0.0,0,-75.58580613387379,6.299004903058349
picacho,2.6676557863501484,2.0741839762611276,0.5905044510385755,0.002967359050445104,2,-75.58436750750613,6.295031794760323
piedrasblancas,1.161904761904762,0.8952380952380954,0.2571428571428571,0.009523809523809525,0,-75.536697315,6.264001885105082
piedrasblancas-matasano,1.0,1.0,0.0,0.0,0,-75.537896875,6.28138020961
piedrasblancasrepresa,1.0,0.5,0.5,0.0,0,-75.52019766975,6.2544535373225
playóndeloscomuneros,1.672340425531915,1.0936170212765957,0.574468085106383,0.00425531914893617,0,-75.55356269654962,6.306363861510559
plazadeferias,1.2522522522522523,0.7657657657657657,0.47747747747747743,0.009009009009009009,0,-75.56728592730936,6.297853427694676
popular,1.8900709219858158,1.351063829787234,0.5390070921985816,0.0,0,-75.54831270191558,6.2991946853025516
potrerito,1.0,1.0,0.0,0.0,0,-75.66509856,6.1881143988
prado,6.414835164835165,3.7417582417582413,2.659340659340659,0.013736263736263736,2,-75.56252912327024,6.258801178113258
robledo,3.5751445086705202,2.5635838150289016,1.0028901734104045,0.008670520231213872,2,-75.59672975868311,6.275706297795029
rosales,4.8264462809917354,2.5785123966942147,2.242424242424242,0.005509641873278237,2,-75.59086804681793,6.234014186878054
sanantonio,1.0588235294117647,0.9411764705882352,0.11764705882352941,0.0,0,-75.53820051016666,6.238469888314722
sanbenito,9.62568306010929,4.259562841530054,5.327868852459017,0.03825136612021858,1,-75.57366359418222,6.25369253911981
sanbernardo,3.5446927374301676,2.125698324022346,1.410614525139665,0.008379888268156424,2,-75.59678345069031,6.225855727972561
