BARRIO,Accidentes,Heridos,Daños,Muertos,cluster,LONGITUD,ALTITUD
sandiego,8.920765027322405,3.530054644808743,5.382513661202186,0.00819672131147541,1,-75.5691289176879,6.2331336618861535
sangermán,3.058651026392962,1.6363636363636365,1.4193548387096775,0.002932551319648094,2,-75.59038628414766,6.269163406839463
sanisidro,3.4730878186968837,2.4957507082152977,0.9773371104815864,0.0,2,-75.56108084826998,6.285901769247268
sanjavierno.1,2.4498480243161094,1.6778115501519757,0.7720364741641337,0.0,0,-75.61679762144914,6.255594543234739
sanjavierno.2,1.4811320754716981,0.919811320754717,0.5566037735849056,0.0047169811320754715,0,-75.61420518648407,6.25755882947707
sanjoaquín,2.227891156462585,1.0238095238095237,1.2040816326530612,0.0,0,-75.58465810831756,6.246681986593451
sanjosedelmanzanillo,1.0,0.0,1.0,0.0,0,-75.61462885,6.20574316341
sanjosédelamontaña,1.0,0.6666666666666666,0.3333333333333333,0.0,0,-75.63840808533334,6.3035916609300005
sanjosélacimano.1,1.0526315789473684,0.8947368421052632,0.15789473684210525,0.0,0,-75.54332360635,6.28321357446075
sanjosélacimano.2,1.0476190476190477,1.0,0.047619047619047616,0.0,0,-75.54417322090909,6.279162950758181
sanlucas,1.4840182648401827,0.3424657534246575,1.1415525114155252,0.0,0,-75.56640287884615,6.182263758516461
sanmartíndeporres,2.263157894736842,1.6873065015479876,0.5727554179566563,0.0030959752321981426,0,-75.5812273503502,6.294114733120547
sanmiguel,2.933734939759036,2.0572289156626504,0.8765060240963856,0.0,2,-75.55699821033573,6.255035576029558
sanpablo,1.6583333333333334,1.2875,0.3708333333333333,0.0,0,-75.550210308,6.284558679063919
sanpedro,2.9852507374631267,1.640117994100295,1.3421828908554572,0.0029498525073746312,2,-75.56149217200593,6.265324267152254
santacruz,1.5950413223140496,1.1900826446280992,0.40082644628099173,0.004132231404958678,0,-75.56008532930052,6.292819746646476
santaelenasectorcentral,1.0,0.5,0.5,0.0,0,-75.5070940555,6.2064521159999995
santafé,10.844262295081968,5.948087431693989,4.87431693989071,0.02185792349726776,1,-75.57981139470674,6.222720541030955
santainés,2.152317880794702,1.5463576158940397,0.6059602649006622,0.0,0,-75.54824775238768,6.272213339096554
santalucía,1.4411764705882353,0.9019607843137255,0.5392156862745098,0.0,0,-75.6063883797789,6.258194956743299
santamargarita,1.6666666666666667,1.251082251082251,0.4112554112554113,0.004329004329004329,0,-75.61413640182337,6.276223803046442
santamaríadelosángeles,3.5811965811965814,1.4615384615384615,2.116809116809117,0.002849002849002849,2,-75.5799230372307,6.191709599720772
santamónica,1.6226415094339623,1.0566037735849056,0.5622641509433962,0.0037735849056603774,0,-75.61389449218372,6.247654176795279
santander,2.2151898734177213,1.7468354430379749,0.4651898734177215,0.0031645569620253164,0,-75.57602752679286,6.3060497854345146
santarosadelima,1.0,0.6896551724137931,0.3103448275862069,0.0,0,-75.6062182066207,6.262986580053103
santateresita,1.6267281105990783,0.8617511520737328,0.7649769585253456,0.0,0,-75.6106150212068,6.243560198630425
santodomingosaviono.1,1.9930555555555556,1.5659722222222223,0.4270833333333333,0.0,0,-75.54410214076132,6.2960149792992155
santodomingosaviono.2,1.3162393162393162,1.0256410256410255,0.2905982905982906,0.0,0,-75.54138981854545,6.298123221241753
sevilla,4.327635327635328,2.358974358974359,1.9601139601139599,0.008547008547008548,2,-75.5656663944898,6.265060280087064
simónbolívar,1.9052631578947368,1.024561403508772,0.8807017543859648,0.0,0,-75.60544844052119,6.244881096922523
sininf,1.0,0.0,0.0,1.0,0,-75.703776276,6.22141524356
sinnombre,1.0,0.75,0.25,0.0,0,-75.60104245,6.27038072617
suburbanoaguasfrias,1.0,0.8,0.2,0.0,0,-75.6373145414,6.232402550046
suburbanoaltavista,1.0704225352112675,0.8309859154929577,0.23943661971830985,0.0,0,-75.62729279819736,6.223081824460921
suburbanoelllano,1.0256410256410255,0.5128205128205128,0.48717948717948717,0.02564102564102564,0,-75.58933619857501,6.25522067954475
suburbanoelplan,1.2941176470588236,1.0588235294117647,0.23529411764705882,0.0,0,-75.5278558675,6.200654472932727
suburbanoeltesoro,1.05,0.55,0.5,0.0,0,-75.55390107109524,6.184646893855715
suburbanolacuchilla,1.0,0.0,1.0,0.0,0,-75.6514892615,6.288786992305
suburbanolaloma,1.435897435897436,0.9641025641025641,0.4717948717948718,0.0,0,-75.62966904062142,6.2709625045485
suburbanolapalma-elpatio,1.0,0.3333333333333333,0.6666666666666666,0.0,0,-75.64363129633334,6.2763771758999995
suburbanomiradordelpoblado,1.0897435897435896,0.6666666666666666,0.42307692307692313,0.0,0,-75.54924178604706,6.214014319692001
suburbanopalmapatio,1.064516129032258,0.5483870967741935,0.5161290322580645,0.0,0,-75.6439900418788,6.275346125427576
suburbanopalmitas,1.0,0.3333333333333333,0.6666666666666666,0.0,0,-75.69058707533333,6.342857878156667
suburbanopedregalalto,1.037037037037037,0.9629629629629629,0.07407407407407407,0.0,0,-75.63099888385715,6.285713206503215
suburbanopiedragorda,1.0,0.0,1.0,0.0,0,-75.500234019,6.23763750451
suburbanopotrerito,1.0,1.0,0.0,0.0,0,-75.66561637375,6.183475523845
suburbanotravesias,1.1728395061728396,0.8888888888888888,0.2839506172839506,0.0,0,-75.64213884550526,6.281851364950526
suburbelplan,1.2448979591836735,0.9591836734693876,0.2857142857142857,0.0,0,-75.5276803597377,6.201421018345574
sucre,2.47741935483871,1.7225806451612902,0.7451612903225806,0.00967741935483871,0,-75.55293595573828,6.245232775659492
suramericana,5.153846153846154,2.2967032967032965,2.8543956043956045,0.0027472527472527475,2,-75.58194920580063,6.253778050746466
tejelo,2.590909090909091,1.9363636363636363,0.6515151515151515,0.0030303030303030303,2,-75.5689426981193,6.305364633748292
tenche,3.2564841498559076,1.5878962536023056,1.6628242074927955,0.005763688760806916,2,-75.5806066557239,6.230999587623124
terminaldetransporte,8.696721311475411,4.120218579234972,4.573770491803279,0.00273224043715847,1,-75.57249652800125,6.276223393818279
toscana,3.6303724928366763,2.0601719197707737,1.547277936962751,0.022922636103151862,2,-75.5590973837727,6.308171074870048
travesías,1.0,0.0,1.0,0.0,0,-75.641978301,6.27884141219
trecedenoviembre,1.1875,0.6125,0.575,0.0,0,-75.54122741346316,6.245394116057052
tricentenario,3.2748538011695905,1.8538011695906433,1.409356725146199,0.011695906432748537,2,-75.56766365668571,6.291698444522367
trinidad,3.5859154929577466,2.076056338028169,1.504225352112676,0.005633802816901409,2,-75.58309132741948,6.2265572699247835
u.d.atanasiogirardot,1.6485148514851484,0.9108910891089109,0.7376237623762376,0.0,0,-75.59175644303905,6.256514848921562
u.p.b.,1.1932773109243697,0.4285714285714286,0.764705882352941,0.0,0,-75.58930928820422,6.242606200112958
universidaddeantioquia,3.110787172011662,1.7755102040816326,1.3265306122448979,0.008746355685131196,2,-75.57045639519963,6.264906708562053
universidadnacional,5.527624309392265,2.8701657458563536,2.651933701657459,0.0055248618784530384,2,-75.57446087865468,6.262764727858055
veintedejulio,1.6541666666666666,1.2916666666666667,0.35833333333333334,0.004166666666666667,0,-75.62030108721159,6.251644610424055
versallesno.1,2.1050847457627118,1.4983050847457626,0.6067796610169491,0.0,0,-75.54433989521256,6.264516157394718
versallesno.2,1.1333333333333333,0.7066666666666667,0.4266666666666667,0.0,0,-75.54093937435294,6.264809261287059
villacarlota,7.178082191780822,2.9068493150684933,4.257534246575342,0.0136986301369863,1,-75.57524568509237,6.218856152962329
villadelsocorro,1.9728682170542633,1.317829457364341,0.6550387596899225,0.0,0,-75.55277455897249,6.294551697661827
villaflora,2.923076923076923,1.911242603550296,1.0118343195266273,0.0,2,-75.58997612076317,6.278322050595497
villaguadalupe,1.736842105263158,1.3157894736842106,0.41729323308270677,0.0037593984962406013,0,-75.55146163731169,6.287008760909048
villahermosa,2.2012987012987013,1.6331168831168832,0.564935064935065,0.003246753246753247,0,-75.55151947676401,6.257562280305295
villaliliam,1.2063492063492063,0.9206349206349206,0.2698412698412698,0.015873015873015872,0,-75.53341152366447,6.23536435624954
villalilliam,1.0,0.8333333333333334,0.16666666666666666,0.0,0,-75.533054129,6.23599509531
villaniza,1.3392857142857142,0.8809523809523809,0.4583333333333333,0.0,0,-75.55842295672001,6.295854988900134
villanueva,10.136612021857923,4.816939890710382,5.306010928961748,0.01366120218579235,1,-75.56329015964852,6.253578461820574
villatina,2.055944055944056,1.5314685314685315,0.5244755244755245,0.0,0,-75.54033090477552,6.236950031642585
villaturbay,1.0384615384615385,0.8653846153846154,0.17307692307692307,0.0,0,-75.53026180951852,6.236353411925926
volcanaguayabal,1.0,1.0,0.0,0.0,0,-75.61702449033334,6.309409516620001
yarumalito,1.0,1.0,0.0,0.0,0,-75.692251121,6.22029043629
yolombo,1.0909090909090908,0.6666666666666666,0.42424242424242425,0.0,0,-75.61170338855555,6.294476427625
áreadeexpansiónaltavista,1.0,1.0,0.0,0.0,0,-75.61430904290908,6.221046124527273
áreadeexpansiónaltosdecalasanz,1.1313131313131313,0.5959595959595959,0.5353535353535354,0.0,0,-75.60574854871427,6.269884629705179
áreadeexpansiónpajarito,3.0206489675516224,2.312684365781711,0.6991150442477876,0.008849557522123894,2,-75.61478218523926,6.282336387318506
áreadeexpansiónsanantoniodeprado,1.0945945945945945,0.7972972972972973,0.2972972972972973,0.0,0,-75.65466879364197,6.18005200263358
